game,weapon_tag,firing_effect,component_type,component_name,component_tag,marker,camera_mode,bitmap_tags
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_front_plate_1p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_front_plate_1p,fx_rear_slide,only in first person,fx\bitmaps\2d\weapon_fire\fr_smg_hard_light\fr_smg_front_plate;fx\bitmaps\gradient\grad_forerunner_muzzle_smg
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_front_plate_1p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_front_plate_1p,fx_rear_slide,only in third person,fx\bitmaps\2d\weapon_fire\fr_smg_hard_light\fr_smg_front_plate;fx\bitmaps\gradient\grad_forerunner_muzzle_smg
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_muzzle_flash_1p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_muzzle_flash_1p,primary_trigger_muzzle,only in first person,fx\bitmaps\gradient\grad_forerunner_muzzle_spread;fx\reach\bitmaps\flash\flash_soft
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_muzzle_flash_1p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_muzzle_flash_1p,primary_trigger_muzzle,only in third person,fx\bitmaps\gradient\grad_forerunner_muzzle_spread;fx\reach\bitmaps\flash\flash_soft
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_muzzle_flash_diamond_1p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_muzzle_flash_diamond_1p,primary_trigger_muzzle,only in first person,fx\bitmaps\2d\flare\forerunner_lensreflection;fx\bitmaps\gradient\grad_forerunner_muzzle_spread
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_muzzle_flash_diamond_3p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_muzzle_flash_diamond_3p,primary_trigger_muzzle,only in third person,fx\bitmaps\2d\flare\forerunner_lensreflection;fx\bitmaps\gradient\grad_forerunner_muzzle_spread
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_muzzle_flash_forward_3p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_muzzle_flash_forward_3p,primary_trigger_muzzle,only in third person,fx\bitmaps\2d\weapon_fire\fr_muzzle_flash_out;fx\bitmaps\gradient\grad_forerunner_muzzle_smg
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_muzzle_flash_large,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_muzzle_flash_large,primary_trigger_muzzle,only in first person,fx\bitmaps\2d\flare\starburst_09;fx\reach\bitmaps\flash\flash_large
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_muzzle_flash_large,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_muzzle_flash_large,primary_trigger_muzzle,only in third person,fx\bitmaps\2d\flare\starburst_09;fx\reach\bitmaps\flash\flash_large
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,firing_muzzle_flash_large_3p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\firing_muzzle_flash_large_3p,primary_trigger_muzzle,only in third person,fx\bitmaps\2d\flare\starburst_09;fx\reach\bitmaps\flash\flash_large
Halo 4,objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg,objects\weapons\rifle\storm_forerunner_smg\fx\fr_smg_firing_muzzle_flash,particle,reload_vent_ring2_1p,objects\weapons\rifle\storm_forerunner_smg\fx\particles\reload_vent_ring2_1p,fx_vent_large,only in third person,fx\bitmaps\2d\alphas\horizontal_grad_01;fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_ring_small2;fx\bitmaps\gradient\grad_forerunner_muzzle_smg
