"game","weapon_tag","firing_effect","component_type","component_name","component_tag","marker","camera_mode","bitmap_tags"
"Halo 2 Classic","objects\weapons\pistol\needler\needler","effects\objects\weapons\pistol\needler\firing","particle","flash_h_shield_impact","effects\generic\sparks\flash_h_shield_impact","primary_trigger","3,both first and third","effects\bitmaps\sparks\flash_h_shield_impact"
"Halo 2 Classic","objects\weapons\pistol\needler\needler","effects\objects\weapons\pistol\needler\firing","particle","smoke_c_generic","effects\generic\energy\smoke_c_generic","smoke","1,only in first person","effects\bitmaps\energy\smoke_white_c_generic"
"Halo 2 Classic","objects\weapons\pistol\needler\needler","effects\objects\weapons\pistol\needler\firing","particle","smoke_c_generic","effects\generic\energy\smoke_c_generic","smoke","2,only in third person","effects\bitmaps\energy\smoke_white_c_generic"
"Halo 2 Classic","objects\weapons\pistol\needler\needler","effects\objects\weapons\pistol\needler\firing","particle","tracer_c_generic","effects\generic\energy\tracer_c_generic","primary_trigger","3,both first and third","effects\bitmaps\energy\tracers_c_generic"
"Halo 2 Classic","objects\weapons\pistol\plasma_pistol\plasma_pistol","effects\objects\weapons\pistol\plasma_pistol\fire_bolt","particle","flash_c_generic","effects\generic\energy\flash_c_generic","secondary_trigger","3,both first and third","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\pistol\plasma_pistol\plasma_pistol","effects\objects\weapons\pistol\plasma_pistol\fire_bolt","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","secondary_trigger","3,both first and third","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\pistol\plasma_pistol\plasma_pistol","effects\objects\weapons\pistol\plasma_pistol\fire_bolt","particle","plasma_electric_burst","effects\generic\energy\plasma_electric_burst","secondary_trigger","2,only in third person","effects\bitmaps\energy\plasma_grenade_electric_burst"
"Halo 2 Classic","objects\weapons\rifle\battle_rifle\battle_rifle","effects\objects\weapons\rifle\battle_rifle\fire_bullet","particle","muzzle_flash","effects\objects\weapons\rifle\battle_rifle\muzzle_flash","muzzle_flash","2,only in third person","effects\bitmaps\weapons_fire\br_muzzle_flash_long"
"Halo 2 Classic","objects\weapons\rifle\battle_rifle\battle_rifle","effects\objects\weapons\rifle\battle_rifle\fire_bullet","particle","muzzle_flash","effects\objects\weapons\rifle\battle_rifle\muzzle_flash","muzzle_flash","3,both first and third","effects\bitmaps\weapons_fire\br_muzzle_flash_long"
"Halo 2 Classic","objects\weapons\rifle\battle_rifle\battle_rifle","effects\objects\weapons\rifle\battle_rifle\fire_bullet","particle","muzzle_flash","effects\objects\weapons\rifle\battle_rifle\muzzle_flash","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\br_muzzle_flash_long"
"Halo 2 Classic","objects\weapons\rifle\battle_rifle\battle_rifle","effects\objects\weapons\rifle\battle_rifle\fire_bullet","particle","muzzle_flash_center","effects\objects\weapons\rifle\battle_rifle\muzzle_flash_center","primary_trigger","1,only in first person","effects\bitmaps\weapons_fire\br_muzzle_flash_center"
"Halo 2 Classic","objects\weapons\rifle\battle_rifle\battle_rifle","effects\objects\weapons\rifle\battle_rifle\fire_bullet","particle","muzzle_flash_center","effects\objects\weapons\rifle\battle_rifle\muzzle_flash_center","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\br_muzzle_flash_center"
"Halo 2 Classic","objects\weapons\rifle\battle_rifle\battle_rifle","effects\objects\weapons\rifle\battle_rifle\fire_bullet","particle","smoke","effects\objects\weapons\rifle\battle_rifle\smoke","primary_trigger","3,both first and third","effects\bitmaps\smoke\smoke_warthog_gun"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","burst_soft","effects\generic\flares\burst_soft","primary_trigger","3,both first and third","effects\bitmaps\flares\burst_soft"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","electric_arcs","effects\generic\sparks\electric_arcs","primary_trigger","3,both first and third","effects\bitmaps\sparks\electric_arcs"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","energy_bolt_trail","effects\generic\energy\energy_bolt_trail","primary_trigger","0,independent of camera mode","effects\bitmaps\energy\energy_bolt_trail"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","flare_large","effects\generic\flares\flare_large","primary_trigger","3,both first and third","effects\bitmaps\lens_flares\soft_flare_large"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","flare_large","effects\generic\flares\flare_large","primary_trigger","3,both first and third","effects\bitmaps\lens_flares\soft_flare_large"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","flare_large","effects\generic\flares\flare_large","primary_trigger","3,both first and third","effects\bitmaps\lens_flares\soft_flare_large"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","ring","effects\generic\flares\ring","primary_trigger","3,both first and third","effects\bitmaps\flares\ring"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","smoke_white_c_generic","effects\generic\energy\smoke_white_c_generic","vent01","0,independent of camera mode","effects\bitmaps\energy\smoke_white_c_generic"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","smoke_white_c_generic","effects\generic\energy\smoke_white_c_generic","vent02","0,independent of camera mode","effects\bitmaps\energy\smoke_white_c_generic"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","smoke_white_c_generic","effects\generic\energy\smoke_white_c_generic","vent03","0,independent of camera mode","effects\bitmaps\energy\smoke_white_c_generic"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","smoke_white_c_generic","effects\generic\energy\smoke_white_c_generic","vent04","0,independent of camera mode","effects\bitmaps\energy\smoke_white_c_generic"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","smoke_white_c_generic","effects\generic\energy\smoke_white_c_generic","vent05","0,independent of camera mode","effects\bitmaps\energy\smoke_white_c_generic"
"Halo 2 Classic","objects\weapons\rifle\beam_rifle\beam_rifle","effects\objects\weapons\rifle\beam_rifle\beam_rifle_fire","particle","smoke_wispy_small_additive","effects\generic\smoke\smoke_wispy_small_additive","primary_trigger","0,independent of camera mode","effects\bitmaps\smoke\smoke_wispy_small"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\lower_fire","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger1","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\lower_fire","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger1","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\lower_fire","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","primary_trigger1","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\lower_fire","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","primary_trigger1","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\lower_fire","particle","plasma_electric_burst","effects\generic\energy\plasma_electric_burst","primary_trigger1","2,only in third person","effects\bitmaps\energy\plasma_grenade_electric_burst"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\upper_fire","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\upper_fire","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\upper_fire","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","primary_trigger","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\upper_fire","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","primary_trigger","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\brute_plasma_rifle\brute_plasma_rifle","effects\objects\weapons\rifle\brute_plasma_rifle\upper_fire","particle","plasma_electric_burst","effects\generic\energy\plasma_electric_burst","primary_trigger","2,only in third person","effects\bitmaps\energy\plasma_grenade_electric_burst"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","muzzle_flash_long_2","effects\generic\weapon_flares\muzzle_flash_long_2","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\muzzle_flash_long_2"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","muzzle_flash_long_2","effects\generic\weapon_flares\muzzle_flash_long_2","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\muzzle_flash_long_2"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","1,only in first person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","1,only in first person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","muzzle_break","1,only in first person","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","muzzle_break","1,only in first person","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","muzzle_break","2,only in third person","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\rifle\covenant_carbine\covenant_carbine","effects\objects\weapons\rifle\covenant_carbine\firing","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","muzzle_break","2,only in third person","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\rifle\gpmg\gpmg","effects\objects\weapons\rifle\gpmg\gpmg_gun_fire","particle","muzzle_flash","effects\objects\vehicles\warthog\chaingun\muzzle_flash","primary_trigger","1,only in first person","effects\bitmaps\weapons_fire\br_muzzle_flash_center"
"Halo 2 Classic","objects\weapons\rifle\gpmg\gpmg","effects\objects\weapons\rifle\gpmg\gpmg_gun_fire","particle","muzzle_flash","effects\objects\vehicles\warthog\chaingun\muzzle_flash","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\br_muzzle_flash_center"
"Halo 2 Classic","objects\weapons\rifle\gpmg\gpmg","effects\objects\weapons\rifle\gpmg\gpmg_gun_fire","particle","muzzle_flash_long","effects\objects\vehicles\warthog\chaingun\muzzle_flash_long","primary_trigger","3,both first and third","effects\bitmaps\weapons_fire\br_muzzle_flash_long"
"Halo 2 Classic","objects\weapons\rifle\gpmg\gpmg","effects\objects\weapons\rifle\gpmg\gpmg_gun_fire","particle","muzzle_smoke","effects\objects\vehicles\warthog\chaingun\muzzle_smoke","primary_ejection","1,only in first person","effects\bitmaps\smoke\smoke_warthog_gun"
"Halo 2 Classic","objects\weapons\rifle\gpmg\gpmg","effects\objects\weapons\rifle\gpmg\gpmg_gun_fire","particle","muzzle_smoke","effects\objects\vehicles\warthog\chaingun\muzzle_smoke","primary_ejection","2,only in third person","effects\bitmaps\smoke\smoke_warthog_gun"
"Halo 2 Classic","objects\weapons\rifle\gpmg\gpmg","effects\objects\weapons\rifle\gpmg\gpmg_gun_fire","particle","muzzle_smoke","effects\objects\vehicles\warthog\chaingun\muzzle_smoke","primary_trigger","1,only in first person","effects\bitmaps\smoke\smoke_warthog_gun"
"Halo 2 Classic","objects\weapons\rifle\gpmg\gpmg","effects\objects\weapons\rifle\gpmg\gpmg_gun_fire","particle","muzzle_smoke","effects\objects\vehicles\warthog\chaingun\muzzle_smoke","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_warthog_gun"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\lower_fire","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger1","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\lower_fire","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger1","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\lower_fire","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","primary_trigger1","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\lower_fire","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","primary_trigger1","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\lower_fire","particle","plasma_electric_burst","effects\generic\energy\plasma_electric_burst","primary_trigger1","2,only in third person","effects\bitmaps\energy\plasma_grenade_electric_burst"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\upper_fire","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\upper_fire","particle","flash_c_generic","effects\generic\energy\flash_c_generic","primary_trigger","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\upper_fire","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","primary_trigger","1,only in first person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\upper_fire","particle","flash_c_generic_med","effects\generic\energy\flash_c_generic_med","primary_trigger","2,only in third person","effects\bitmaps\energy\flash_c_generic_muzzle"
"Halo 2 Classic","objects\weapons\rifle\plasma_rifle\plasma_rifle","effects\objects\weapons\rifle\plasma_rifle\upper_fire","particle","plasma_electric_burst","effects\generic\energy\plasma_electric_burst","primary_trigger","2,only in third person","effects\bitmaps\energy\plasma_grenade_electric_burst"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","muzzle_flash_center","effects\generic\weapon_flares\muzzle_flash_center","primary_trigger","1,only in first person","effects\bitmaps\weapons_fire\muzzle_flash_center"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","muzzle_flash_center","effects\generic\weapon_flares\muzzle_flash_center","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\muzzle_flash_center"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","muzzle_flash_long","effects\generic\weapon_flares\muzzle_flash_long","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\muzzle_flash_long"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","1,only in first person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_trigger","1,only in first person","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_trigger","3,both first and third","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","sparks_animated_soft","effects\generic\sparks\sparks_animated_soft","primary_trigger","1,only in first person","effects\bitmaps\sparks\sparks_animated"
"Halo 2 Classic","objects\weapons\rifle\shotgun\shotgun","effects\objects\weapons\rifle\shotgun\shotgun_firing","particle","sparks_animated_soft","effects\generic\sparks\sparks_animated_soft","primary_trigger","2,only in third person","effects\bitmaps\sparks\sparks_animated"
"Halo 2 Classic","objects\weapons\rifle\smg_silenced\smg_silenced","effects\objects\weapons\rifle\smg_silenced\muzzle_flash","particle","fire_burst_long","effects\objects\weapons\rifle\smg\fire_burst_long","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\fire_burst_long"
"Halo 2 Classic","objects\weapons\rifle\smg_silenced\smg_silenced","effects\objects\weapons\rifle\smg_silenced\muzzle_flash","particle","muzzle_smoke","effects\objects\weapons\rifle\smg\muzzle_smoke","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_warthog_gun"
"Halo 2 Classic","objects\weapons\rifle\smg\smg","effects\objects\weapons\rifle\smg\fire_bullet","particle","fire_burst_center","effects\objects\weapons\rifle\smg\fire_burst_center","primary_trigger","1,only in first person","effects\bitmaps\weapons_fire\fire_burst_round"
"Halo 2 Classic","objects\weapons\rifle\smg\smg","effects\objects\weapons\rifle\smg\fire_bullet","particle","fire_burst_center","effects\objects\weapons\rifle\smg\fire_burst_center","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\fire_burst_round"
"Halo 2 Classic","objects\weapons\rifle\smg\smg","effects\objects\weapons\rifle\smg\fire_bullet","particle","fire_burst_long","effects\objects\weapons\rifle\smg\fire_burst_long","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\fire_burst_long"
"Halo 2 Classic","objects\weapons\rifle\smg\smg","effects\objects\weapons\rifle\smg\fire_bullet","particle","muzzle_smoke","effects\objects\weapons\rifle\smg\muzzle_smoke","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_warthog_gun"
"Halo 2 Classic","objects\weapons\rifle\sniper_rifle\sniper_rifle","effects\objects\weapons\rifle\sniper_rifle\fire_bullet","particle","muzzle_flash_center","effects\generic\weapon_flares\muzzle_flash_center","primary_trigger","3,both first and third","effects\bitmaps\weapons_fire\muzzle_flash_center"
"Halo 2 Classic","objects\weapons\rifle\sniper_rifle\sniper_rifle","effects\objects\weapons\rifle\sniper_rifle\fire_bullet","particle","muzzle_flash_long","effects\generic\weapon_flares\muzzle_flash_long","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\muzzle_flash_long"
"Halo 2 Classic","objects\weapons\rifle\sniper_rifle\sniper_rifle","effects\objects\weapons\rifle\sniper_rifle\fire_bullet","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","muzzle_brake","3,both first and third","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\rifle\sniper_rifle\sniper_rifle","effects\objects\weapons\rifle\sniper_rifle\fire_bullet","particle","smoke_soft","effects\generic\smoke\smoke_soft","muzzle_brake","3,both first and third","effects\bitmaps\smoke\smoke_soft"
